Symbol	Last Sale	Net Change	% Change	Market Cap	Volume					
TOL	$71.55 	0.1	0.14%	8611758000	745748					
TOWN	$31.90 	0.05	0.16%	2318584000	232178					
TPB	$36.65 	-0.07	-0.19%	691702157	174160					
TPC	$12.36 	-0.11	-0.88%	631255260	370071					
TPGY	$9.82 	-0.05	-0.51%	429625000	624896					
TPH	$27.17 	0.11	0.41%	3019628616	1141867					
TPIC	$14.96 	-0.08	-0.53%	554578330	987012					
TPL	$1,263.21 	-20.37	-1.59%	9785274363	20980					
TPR	$40.59 	-0.53	-1.29%	11168040448	1914309					
TPTX	$48.61 	0.55	1.14%	2405198884	303841					
TPX	$47.19 	0.17	0.36%	9084550392	1373378					
TR	$37.25 	-0.12	-0.32%	2497270769	111201					
TRC	$18.67 	-0.05	-0.27%	492133937	27626					
TRDA	$17.45 	-0.38	-2.13%	544664337	66707					
TREB	$9.96 	0	0.00%	644287500	444377					
TREE	$121.59 	-2.21	-1.79%	1621459068	112984					
TREX	$134.74 	-2.02	-1.48%	15510880884	528498					
TRGP	$52.34 	-0.2	-0.38%	11984380348	934193					
TRHC	$14.23 	0.14	0.99%	365977201	347223					
TRI	$118.62 	0.14	0.12%	57755948704	136197					
TRIN	$17.52 	0.02	0.11%	477207307	43052					
TRIP	$27.37 	0.13	0.48%	3782013012	1436126					
TRMB	$87.73 	-0.92	-1.04%	22020965967	489862					
TRMK	$32.52 	-0.09	-0.28%	2030886097	148707					
TRN	$29.43 	-0.12	-0.41%	2865662198	327510					
TRNO	$83.52 	1	1.21%	6248833687	196272					
TRNS	$93.01 	-2.99	-3.12%	699323402	20400					
TROW	$199.41 	0.09	0.05%	44817665507	629749					
TROX	$23.39 	-0.27	-1.14%	3598952428	720585					
TRS	$35.87 	0.32	0.90%	1537278689	63603					
TRST	$33.26 	0.15	0.45%	639207343	34808					
TRTX	$12.39 	-0.28	-2.21%	954624299	129718					
TRU	$118.63 	0.18	0.15%	22729508000	349177					
TRUE	$3.36 	-0.03	-0.89%	322298414	460379					
TRUP	$132.19 	-3.45	-2.54%	5336256099	158101					
TRV	$157.12 	1.08	0.69%	38652884901	914519					
TSC	$30.79 	0.36	1.18%	1020822221	169210					
TSCAP	$26.18 	0.2248	0.87%	767725224	1951					
TSCO	$231.17 	-0.3	-0.13%	26310595981	343361					
TSHA	$11.98 	-0.69	-5.45%	460917861	113842					
TSIB	$9.78 	0.03	0.31%	366750000	302558					
TSLA	$1,088.47 	-5.47	-0.50%	1.09311E+12	20020114					
TSN	$86.67 	0.51	0.59%	31468254278	960606					
TSP	$35.35 	-2.14	-5.71%	7530489073	875288					
TSVT	$27.88 	-3.14	-10.12%	651530173	377325					
TTC	$99.35 	-0.53	-0.53%	10380686981	247259					
TTCF	$15.64 	-0.41	-2.56%	401172428	799931					
TTD	$94.79 	-2.89	-2.96%	45559235436	1894201					
TTEC	$92.90 	-1.87	-1.97%	4365296401	109805					
TTEK	$166.58 	0.27	0.16%	8976254253	387615					
TTGT	$96.65 	-1.3	-1.33%	2785422652	81815					
TTI	$2.76 	-0.11	-3.83%	350355515	575853					
TTMI	$14.70 	0.01	0.07%	1534070832	637370					
TTSH	$7.02 	-0.09	-1.27%	364823040	81619					
TTWO	$179.39 	-0.17	-0.10%	20683628611	600773					
TUP	$15.01 	-0.13	-0.86%	733692417	425975					
TVTX	$30.58 	-0.57	-1.83%	1872303067	218171					
TVTY	$26.47 	-0.07	-0.26%	1316917837	106191					
TW	$101.99 	0.59	0.58%	23722350995	471631					
TWI	$10.83 	0.69	6.81%	675570256	914990					
TWKS	$26.50 	-0.28	-1.05%	8085601640	218006					
TWLO	$259.09 	-3.25	-1.24%	46203206460	1950951					
TWLV	$9.68 	-0.0001	0.00%	428727200	4742					
TWNK	$20.19 	-0.05	-0.25%	2793835406	844207					
TWO	$5.90 	-0.19	-3.12%	2029040249	4891528					
TWOU	$20.12 	-0.33	-1.61%	1516486672	707388					
TWST	$76.43 	-3.84	-4.78%	3793410676	688695					
TXG	$144.55 	0.1	0.07%	16147312909	481689					
TXN	$191.10 	-0.74	-0.39%	1.76486E+11	2806858					
TXRH	$89.62 	0.87	0.98%	6241585438	439226					
TXT	$77.19 	0.2	0.26%	17014622500	611914					
TY	$33.08 	-0.24	-0.72%	1729596699	59554					
TYG	$27.53 	-0.1	-0.36%	328375170	60415					
TYL	$531.19 	-1.41	-0.27%	21766216202	87927					
TYRA	$13.69 	-0.82	-5.65%	564928200	203590					
TZPS	$9.76 	-0.02	-0.20%	350750000	47400					
U	$143.52 	-4.49	-3.03%	41942376796	2082282					
UA	$17.77 	0.05	0.28%	8460549227	1531153					
UAA	$20.93 	0.03	0.14%	9965070080	3285809					
UAL	$45.27 	0.69	1.55%	14658721025	9240616					
UAN	$82.71 	1.06	1.30%	883452970	30949					
UBA	$21.19 	0.28	1.34%	852758706	98267					
UBP	$19.18 	0.2536	1.34%	771869371	6212					
UBSI	$36.60 	0.16	0.44%	4989721261	313798					
UCBI	$35.75 	0.97	2.79%	3192224750	769717					
UCTT	$57.34 	-1.86	-3.14%	2574566000	282844					
UDMY	$18.12 	-0.7	-3.72%	2517681824	328869					
UDR	$59.44 	0.01	0.02%	18378038368	1671480					
UE	$18.76 	0.09	0.48%	2197504903	396041					
UEIC	$41.20 	-0.1	-0.24%	539790122	33470					
UFCS	$23.74 	0.17	0.72%	595421112	36753					
UFI	$22.81 	-0.18	-0.78%	422645851	27938					
UFPI	$91.42 	1.46	1.62%	5657779933	211635					
UFPT	$71.76 	1.41	2.00%	540453551	11587					
UGI	$45.69 	-0.01	-0.02%	9559788514	546841					
UHAL	$721.04 	-4.51	-0.62%	14137999460	50686					
UHS	$130.65 	1.94	1.51%	10501244990	292317					
UHT	$59.44 	0.13	0.22%	819345449	49657					
UI	$310.05 	-3.78	-1.20%	19356718838	36934					
UIS	$20.68 	-0.24	-1.15%	1388708054	191542					
ULCC	$14.17 	-0.03	-0.21%	3060898995	346479					
ULH	$19.13 	0.94	5.17%	514969174	76673					
ULTA	$398.81 	-5.03	-1.25%	21583666194	402130					
UMBF	$106.36 	0.09	0.09%	5143441649	90425					
UMH	$25.86 	-0.04	-0.15%	1267509617	265300					
UMPQ	$19.32 	0.03	0.16%	4185133234	565627					
UNF	$207.61 	2.03	0.99%	3917375858	33733					
UNFI	$50.31 	-0.3	-0.59%	2922258161	242936					
UNH	$502.94 	3.44	0.69%	4.73695E+11	1495538					
UNIT	$13.72 	0.31	2.31%	3238893695	1610610					
UNM	$24.68 	0.09	0.37%	5045907617	878181					
UNP	$249.23 	1.28	0.52%	1.60224E+11	1119650					
UNVR	$28.10 	0.33	1.19%	4803913112	646842					
UPLD	$17.95 	-0.41	-2.23%	547952416	318843					
UPS	$214.68 	-0.43	-0.20%	1.86587E+11	1375376					
UPST	$148.97 	-11.07	-6.92%	12209195815	5134884					
UPWK	$34.48 	-1.39	-3.88%	4421492632	936958					
URBN	$29.17 	-0.24	-0.82%	2855272255	1133536					
URI	$333.57 	0.07	0.02%	24148611683	254476					
USA	$8.36 	-0.02	-0.24%	1871296698	741566					
USAC	$16.11 	0.3	1.90%	1564218767	252307					
USB	$56.75 	0.01	0.02%	84148768283	3129008					
USFD	$34.81 	-0.07	-0.20%	7755342248	857761					
USLM	$131.82 	0.8	0.61%	745899120	2711					
USM	$31.57 	-0.2	-0.63%	2721274017	68074					
USNA	$100.98 	-0.37	-0.37%	1965263470	35734					
USPH	$98.27 	1.26	1.30%	1268823718	65867					
UTF	$27.90 	0.13	0.47%	2614678130	129051					
UTG	$34.72 	0.22	0.64%	2261180414	189818					
UTHR	$213.81 	-0.88	-0.41%	9629254279	172474					
UTL	$45.42 	0.01	0.02%	725494523	19010					
UTMD	$101.00 	0.85	0.85%	368743829	13482					
UTZ	$16.14 	-0.14	-0.86%	2209879471	343010					
UVE	$16.81 	-0.11	-0.65%	523927827	102035					
UVSP	$30.15 	0.07	0.23%	887887712	40804					
UVV	$54.39 	0.27	0.50%	1338395616	94121					
UWMC	$6.09 	-0.16	-2.56%	611237941	2248113					
V	$218.05 	0.42	0.19%	4.73999E+11	4279452					
VAC	$168.47 	0.98	0.59%	7175991106	200197					
VALU	$47.80 	0.07	0.15%	455897280	2483					
VAPO	$20.54 	-0.77	-3.61%	535530526	207370					
VAQC	$9.80 	0.03	0.31%	551250000	73195					
VAXX	$6.06 	-0.31	-4.87%	759888337	91116					
VBIV	$2.21 	-0.1	-4.33%	568643537	2794164					
VBTX	$39.54 	0.01	0.03%	1949180289	128947					
VC	$112.28 	-1.52	-1.34%	3143462515	169776					
VCEL	$40.40 	-1.57	-3.74%	1891336383	217704					
VCRA	$65.54 	-0.35	-0.53%	2280534100	195386					
VCSA	$8.11 	-0.17	-2.05%	1741977677	280417					
VCTR	$36.96 	0.04	0.11%	2517051324	122251					
VCV	$13.46 	0.08	0.60%	644357012	60956					
VCYT	$39.05 	-1.07	-2.67%	2774231571	424775					
VEC	$46.38 	0.48	1.05%	543948165	36740					
VECO	$27.36 	-0.06	-0.22%	1381788154	271569					
VERA	$23.99 	1.42	6.29%	510449960	35082					
VERI	$23.06 	-0.42	-1.79%	804254765	474728					
VERU	$6.01 	-0.33	-5.21%	480978785	996902					
VERV	$35.97 	-4.04	-10.10%	1732711230	391983					
VERX	$16.52 	-0.6	-3.51%	2458006488	79121					
VFC	$71.70 	0.62	0.87%	28162489046	1178029					
VG	$20.79 	0	0.00%	5253155745	1123136					
VGM	$13.96 	0.05	0.36%	756985132	39849					
VGR	$17.06 	-0.19	-1.10%	2626547825	639590					
VHI	$27.98 	0.32	1.16%	791193062	15596					
VIAC	$30.12 	0	0.00%	19500105042	11393357					
VIACA	$33.37 	0.04	0.12%	21604200041	85305					
VIAV	$17.60 	0.26	1.50%	4183278370	1935708					
VICR	$125.48 	-3.44	-2.67%	5492070502	117524					
VIEW	$4.86 	-0.02	-0.41%	1054992820	1939302					
VIR	$39.38 	-1.03	-2.55%	5154060661	1170716					
VIRT	$28.54 	0.04	0.14%	3229648817	749861					
VITL	$18.31 	0.36	2.01%	737989054	144776					
VIVO	$19.98 	-0.28	-1.38%	869384605	307504					
VKI	$12.21 	-0.02	-0.16%	542020838	39156					
VKQ	$13.29 	-0.02	-0.15%	735205817	46653					
VKTX	$4.73 	-0.14	-2.88%	370051025	670609					
VLDR	$5.04 	-0.28	-5.26%	990093631	3218405					
VLGEA	$22.90 	0.2	0.88%	333209931	26687					
VLO	$74.50 	1.37	1.87%	30458253318	2784815					
VLTA	$7.21 	-0.21	-2.83%	1169423102	1697508					
VLY	$13.80 	0.03	0.22%	5615959818	1075833					
VMC	$208.84 	1.35	0.65%	27714118048	287147					
VMEO	$17.85 	-0.31	-1.71%	2950487708	1414156					
VMI	$248.68 	2.07	0.84%	5278030326	29176					
VMO	$13.78 	0.03	0.22%	928972182	58167					
VMW	$117.48 	1.2	1.03%	49384545754	1459644					
VNDA	$16.66 	-0.66	-3.81%	928165752	389643					
VNO	$41.63 	-0.01	-0.02%	7979679364	761178					
VNOM	$21.96 	-0.24	-1.08%	1737488442	381611					
VOR	$11.62 	-1.23	-9.57%	433304036	132107					
VOYA	$66.77 	-0.02	-0.03%	7411115451	1800635					
VPCB	$9.83 	-0.03	-0.30%	314295406	15366					
VPG	$37.30 	0.21	0.57%	508253791	28282					
VPV	$13.72 	0.06	0.44%	326941344	25624					
VRAY	$5.29 	-0.15	-2.76%	937607916	703606					
VRDN	$20.00 	-1	-4.76%	434446980	79452					
VRE	$18.60 	0.02	0.11%	1691600399	377878					
VREX	$31.91 	-0.02	-0.06%	1260445000	238826					
VRM	$10.54 	-0.16	-1.50%	1443008728	2158436					
VRNS	$48.63 	-0.92	-1.86%	5219152941	578839					
VRNT	$52.42 	0.33	0.63%	3444192357	347219					
VRRM	$15.48 	-0.14	-0.90%	2415875225	387470					
VRS	$26.92 	-0.13	-0.48%	782357170	372590					
VRSK	$228.08 	0.67	0.30%	36757686410	344545					
VRSN	$252.41 	0.41	0.16%	28037308031	372443					
VRT	$24.70 	-0.28	-1.12%	9279135475	1282278					
VRTS	$298.22 	0.4	0.13%	2262820893	30652					
VRTX	$221.93 	-0.41	-0.18%	56426132600	1066918					
VSAT	$44.76 	-0.22	-0.49%	3287345249	353114					
VSEC	$63.31 	0.7	1.12%	804791339	35223					
VSH	$21.81 	0.16	0.74%	3158259863	729931					
VSTM	$2.12 	-0.11	-4.93%	386234301	1031226					
VSTO	$43.07 	1.64	3.96%	2467741261	544312					
VTGN	$1.99 	-0.06	-2.93%	397407643	1610871					
VTIQ	$9.74 	0	0.00%	344796000	183					
VTOL	$31.69 	-0.29	-0.91%	895710403	32864					
VTR	$50.12 	0.25	0.50%	20006695707	1168920					
VTRS	$13.64 	-0.03	-0.22%	16496126194	8874394					
VTYX	$18.16 	1.36	8.10%	913384549	99888					
VUZI	$8.60 	-0.7	-7.53%	547232414	4737508					
VVI	$42.79 	-0.2	-0.47%	878491280	77563					
VVR	$4.35 	-0.02	-0.46%	665683702	634364					
VVV	$36.99 	0.44	1.20%	6657468190	771739					
VWE	$11.44 	0.5	4.57%	691680830	1520699					
VXRT	$6.46 	-0.23	-3.44%	810704586	2618822					
VZ	$52.72 	0.04	0.08%	2.21306E+11	12125290					
W	$192.86 	-6.02	-3.03%	20162443206	948372					
WAB	$91.21 	0.19	0.21%	17039944596	314738					
WABC	$57.53 	0.2	0.35%	1545607193	39746					
WAFD	$33.61 	0.36	1.08%	2192168994	229704					
WAL	$107.61 	0.06	0.06%	11213142032	291321					
WALD	$9.94 	0.04	0.40%	428662500	202					
WASH	$57.06 	0.16	0.28%	988711943	21613					
WAT	$367.53 	-0.08	-0.02%	22432659946	181369					
WBA	$51.43 	0.7	1.38%	44432684973	3736069					
WBS	$56.17 	-0.03	-0.05%	5088365594	436802					
WCC	$130.26 	0.01	0.01%	6566399566	106851					
WD	$152.29 	-0.52	-0.34%	5002256533	71975					
WDAY	$275.80 	-3.55	-1.27%	68950000000	859253					
WDC	$62.84 	0.75	1.21%	19582384356	2289462					
WDFC	$244.20 	0.99	0.41%	3347729497	56526					
WEC	$96.50 	1.22	1.28%	30439432242	651707					
WELL	$84.73 	0.69	0.82%	36880810757	1224789					
WEN	$23.67 	0.07	0.30%	5222417005	1492099					
WERN	$47.71 	0.23	0.48%	3191047615	310267					
WES	$21.25 	0.04	0.19%	8678293408	777373					
WETF	$6.12 	-0.04	-0.65%	888214364	359332					
WEX	$137.11 	0.32	0.23%	6145070705	355738					
WFC	$48.42 	-0.35	-0.72%	1.93062E+11	14320405					
WFRD	$27.73 	-0.22	-0.79%	1945583525	129661					
WGO	$75.00 	3.15	4.38%	2500850400	693426					
WHF	$15.46 	0.07	0.46%	357877263	76859					
WHR	$230.73 	0.11	0.05%	14015251771	385467					
WIA	$13.00 	-0.05	-0.38%	303189328	52775					
WINA	$247.86 	-2.24	-0.90%	880259423	2509					
WING	$172.71 	-0.35	-0.20%	5151207528	165951					
WIRE	$141.64 	-5.04	-3.44%	2869062106	190469					
WISH	$3.19 	-0.17	-5.06%	2051170000	14957699					
WIW	$13.19 	0.01	0.08%	807018727	165450					
WK	$132.83 	-4.16	-3.04%	6755929591	189082					
WKHS	$4.74 	-0.14	-2.87%	739374157	4841179					
WLDN	$31.44 	-0.07	-0.22%	402173846	227947					
WLK	$96.72 	1.41	1.48%	12362940358	318849					
WLKP	$26.03 	0.79	3.13%	916631248	130718					
WLL	$66.54 	-1.01	-1.50%	2603952206	191378					
WM	$165.14 	1.35	0.82%	69080763195	1003993					
WMB	$26.16 	-0.1	-0.38%	31785179542	4303704					
WMG	$43.41 	-0.36	-0.82%	22336000076	335707					
WMK	$67.03 	1.04	1.58%	1803002634	45644					
WMS	$134.87 	-0.79	-0.58%	9608363089	177646					
WMT	$142.78 	2.02	1.44%	3.96054E+11	5260919					
WNC	$19.68 	0.19	0.98%	973707675	189304					
WOLF	$109.36 	-3.75	-3.32%	12709509711	584164					
WOOF	$19.63 	0.02	0.10%	5190418180	2367057					
WOR	$53.98 	0.86	1.62%	2717029320	244265					
WOW	$21.52 	0	0.00%	1875726800	167085					
WPC	$82.49 	0.51	0.62%	15366645938	732717					
WRB	$81.97 	0.61	0.75%	14479216785	404167					
WRE	$25.67 	-0.09	-0.35%	2172613231	359742					
WRLD	$253.87 	-2.72	-1.06%	1700778963	15430					
WSBC	$35.03 	0.08	0.23%	2214963925	146523					
WSBF	$21.81 	-0.01	-0.05%	543638612	54931					
WSC	$40.64 	-0.35	-0.85%	9068968237	1065665					
WSFS	$51.43 	0.32	0.63%	2446416994	846262					
WSM	$167.66 	-0.95	-0.56%	12231554656	1386264					
WSO	$305.99 	0.27	0.09%	11864136806	196059					
WSR	$9.97 	0.02	0.20%	489657168	293687					
WST	$464.87 	-1.02	-0.22%	34437437112	215068					
WTBA	$31.13 	-0.29	-0.92%	515352356	34648					
WTFC	$91.31 	0.32	0.35%	5205337841	141484					
WTI	$3.38 	-0.04	-1.17%	481201379	1010506					
WTM	$1,014.90 	3.8	0.38%	3062736803	15798					
WTRG	$53.00 	0.45	0.86%	13395372746	730875					
WTS	$192.78 	0.53	0.28%	6481719717	75399					
WTTR	$6.28 	-0.1	-1.57%	693274439	310897					
WU	$17.79 	0.09	0.51%	7151698268	3069078					
WULF	$13.41 	-1.24	-8.46%	1340681553	99365					
WW	$15.67 	-0.26	-1.63%	1097229446	1154176					
WWD	$109.68 	0.69	0.63%	6917755606	113066					
WWE	$48.97 	0.28	0.58%	3712762457	316466					
WWW	$28.82 	-0.25	-0.86%	2373884465	611689					
WY	$39.86 	0.2	0.50%	29856933700	1783311					
WYNN	$86.46 	-1.12	-1.28%	9999781688	1758875					
X	$23.41 	-0.3	-1.27%	6326148982	9600084					
XBIT	$10.95 	-0.16	-1.44%	332872434	66525					
XEL	$67.62 	0.8	1.20%	36425242043	1213907					
XENT	$27.34 	0.01	0.04%	914841730	69990					
XERS	$2.44 	0.03	1.25%	304289801	1880633					
XHR	$17.99 	-0.23	-1.26%	2054622321	571994					
XLNX	$220.27 	-2.51	-1.13%	54600619012	2844773					
XLO	$15.45 	-0.42	-2.65%	424395247	31863					
XM	$34.92 	-0.35	-0.99%	19855829388	708876					
XMTR	$52.83 	2.2	4.35%	2456294714	210826					
XNCR	$40.61 	0.17	0.42%	2374936111	191831					
XOM	$61.69 	-0.2	-0.32%	2.61169E+11	12780985					
XOS	$2.93 	-0.14	-4.56%	477311468	569758					
XPDI	$10.63 	-0.4	-3.63%	458418750	1198641					
XPEL	$70.14 	-1.43	-2.00%	1936747554	153264					
XPER	$19.10 	-0.4	-2.05%	1996529532	335557					
XPO	$76.57 	-0.04	-0.05%	8783416140	749468					
XPOA	$9.79 	-0.02	-0.20%	367125000	109355					
XRAY	$56.03 	0.08	0.14%	12248551667	772072					
XRX	$23.04 	0.32	1.41%	4112917770	1983462					
XXII	$3.07 	-0.24	-7.25%	499637843	6743026					
XYL	$119.52 	1.23	1.04%	21552476509	402437					
Y	$664.32 	1.48	0.22%	9100566847	40703					
YELL	$12.79 	-0.28	-2.14%	655944231	372110					
YELP	$36.90 	-0.31	-0.83%	2694292208	321962					
YETI	$81.32 	-2.65	-3.16%	7127039796	1012548					
YEXT	$10.31 	-0.27	-2.55%	1337239147	552824					
YMAB	$17.05 	-0.06	-0.35%	744128768	232217					
YORW	$48.76 	0.1	0.21%	638980735	9482					
YUM	$137.98 	-0.03	-0.02%	40446505552	661967					
YUMC	$47.90 	-0.3	-0.62%	20507278845	1577317					
Z	$61.73 	-0.66	-1.06%	15729027586	3333849					
ZBH	$128.21 	0.4	0.31%	26784095706	1462659					
ZBRA	$597.32 	-9.01	-1.49%	31921671404	139518					
ZD	$111.60 	-0.72	-0.64%	5381440276	123754					
ZG	$60.00 	-0.99	-1.62%	15288217320	772851					
ZGNX	$16.44 	0.24	1.48%	920509894	681794					
ZI	$64.72 	-2.1	-3.14%	26096190260	1768354					
ZION	$63.11 	0.1	0.16%	9874409150	497159					
ZM	$183.77 	-3.67	-1.96%	54762461761	3129688					
ZNGA	$6.40 	-0.02	-0.31%	7169161536	13304857					
ZNTL	$83.66 	2.01	2.46%	3790261811	224904					
ZOM	$0.32 	-0.0201	-5.95%	311606504	15702795					
ZS	$324.66 	-5.23	-1.59%	45478917904	949698					
ZT	$9.70 	-0.07	-0.72%	418312500	382					
ZTS	$244.25 	-2.26	-0.92%	1.15561E+11	1004424					
ZUMZ	$47.57 	-0.2	-0.42%	1090256830	230558					
ZWS	$36.66 	0.19	0.52%	4448673147	415326					
ZY	$7.10 	-0.06	-0.84%	727045645	636193					
ZYXI	$10.05 	-0.43	-4.10%	366357816	226575					
